Stock_Return,Stock_Volatility,Bond_Yield,Bond_Volatility,FX_Return,FX_Volatility,VIX,Crisis_Label
-0.00372,0.1343,0.0403,0.0588,-0.00138,0.0618,16.13,0
-0.00725,0.135,0.0464,0.041,0.00513,0.0837,13.45,0
0.01409,0.1754,0.0333,0.0528,0.00426,0.0411,15.44,0
-0.00569,0.1512,0.0393,0.0527,-0.00065,0.0508,18.0,0
-0.0307,0.3618,0.0599,0.1801,0.00068,0.273,62.16,1
0.01279,0.1557,0.0306,0.07,0.00228,0.06,12.23,0
-0.00057,0.1568,0.0462,0.0597,0.00332,0.0702,21.04,0
-0.00585,0.4602,0.1022,0.2085,0.00975,0.2996,42.77,1
0.01337,0.1059,0.0463,0.0669,-0.00509,0.0684,19.55,0
0.00992,0.1391,0.0458,0.0523,-0.00058,0.0588,13.8,0
-0.00032,0.1111,0.0491,0.0681,-0.0045,0.0651,11.49,0
0.00113,0.3252,0.0921,0.1867,0.00211,0.1846,28.99,1
0.01434,0.1427,0.0392,0.0626,-0.00112,0.0798,20.72,0
0.00472,0.1333,0.046,0.0585,8e-05,0.0428,11.62,0
-0.02482,0.4686,0.0771,0.176,0.02174,0.1728,62.59,1
-0.02183,0.597,0.0781,0.2169,-0.00135,0.2753,44.61,1
-0.00023,0.1338,0.0557,0.0551,-0.00672,0.0478,11.72,0
-0.00178,0.1691,0.046,0.0429,-0.00241,0.0778,11.87,0
-0.0057,0.149,0.0384,0.06,-0.00076,0.078,19.8,0
0.00068,0.1204,0.0565,0.0312,0.00425,0.0493,16.03,0
0.0079,0.1199,0.0358,0.0422,0.00087,0.0631,12.77,0
-0.01707,0.3696,0.0816,0.1502,0.03079,0.1428,46.17,1
-0.01972,0.5432,0.0831,0.161,0.03585,0.2998,48.49,1
-0.01226,0.1182,0.0489,0.0418,0.00023,0.0688,17.36,0
0.00422,0.1517,0.045,0.0621,0.00211,0.0899,21.15,0
0.00161,0.1214,0.0414,0.069,-0.00101,0.0673,13.78,0
-0.00077,0.1474,0.048,0.0603,0.00426,0.0682,19.26,0
-0.01172,0.1354,0.0382,0.0509,0.00687,0.088,16.85,0
-0.0152,0.1496,0.0464,0.0616,0.00137,0.0606,16.99,0
0.0046,0.1234,0.0419,0.0425,0.00199,0.066,18.55,0
0.00129,0.1233,0.032,0.0645,-0.00539,0.0535,20.07,0
0.00391,0.1431,0.0512,0.0397,0.00929,0.073,14.22,0
0.02328,0.3648,0.0659,0.1955,-0.0005,0.3188,37.45,1
-0.01932,0.1352,0.0396,0.0418,-0.00795,0.0757,21.5,0
-0.01363,0.1219,0.042,0.0516,0.00316,0.051,15.46,0
0.00808,0.4481,0.0895,0.1972,-0.01443,0.1925,39.0,1
0.05041,0.2705,0.1249,0.1554,-0.01688,0.3076,42.73,1
0.00297,0.1066,0.0509,0.0417,-0.002,0.0797,15.3,0
-0.00656,0.146,0.0626,0.0326,-0.00145,0.0788,17.45,0
0.00192,0.1278,0.0421,0.068,0.00803,0.0872,14.83,0
-0.02486,0.5552,0.087,0.1199,-0.01002,0.2115,44.72,1
0.01165,0.5606,0.0648,0.1159,-0.00639,0.2968,55.04,1
-0.03168,0.4821,0.0667,0.1037,-0.00497,0.227,34.18,1
-0.00743,0.6114,0.0871,0.1294,-0.00747,0.167,31.23,1
0.00311,0.1028,0.0572,0.0326,-0.00064,0.0562,11.09,0
0.0067,0.1201,0.0368,0.0438,0.00088,0.0707,11.58,0
-0.04064,0.5484,0.0994,0.135,-0.01564,0.167,46.35,1
-0.00288,0.1178,0.0388,0.055,-0.00096,0.0433,19.56,0
-0.01539,0.1395,0.0439,0.0566,0.00146,0.0898,17.79,0
-0.02837,0.4674,0.1031,0.1859,0.01135,0.1669,51.54,1
-0.00622,0.1183,0.047,0.0339,-0.00536,0.0622,19.83,0
-0.0073,0.1058,0.0563,0.0677,-0.00402,0.0664,21.09,0
-0.00247,0.1446,0.0331,0.037,0.00285,0.0429,21.87,0
-0.00439,0.1765,0.0493,0.0481,-0.00033,0.0637,18.31,0
0.00475,0.1363,0.0284,0.0486,0.00321,0.0585,21.2,0
-0.01394,0.111,0.0341,0.0362,0.00802,0.0496,18.48,0
0.02195,0.1019,0.0527,0.0438,0.00265,0.0454,12.0,0
0.00385,0.1598,0.031,0.0668,-0.0003,0.085,19.93,0
0.01098,0.1715,0.0457,0.042,-0.00641,0.0499,11.52,0
0.00475,0.6291,0.0952,0.1516,-0.02744,0.2122,34.0,1
0.00667,0.1501,0.0513,0.0575,-3e-05,0.0443,20.67,0
-0.002,0.1785,0.0405,0.0555,0.0028,0.0487,19.09,0
-0.00954,0.1396,0.0552,0.0378,0.00149,0.0584,21.04,0
-0.00207,0.1346,0.0408,0.0343,0.00548,0.0473,16.38,0
0.01606,0.1074,0.0537,0.0353,-0.00168,0.0461,11.84,0
-0.00153,0.1578,0.0354,0.0466,-0.01076,0.0878,20.97,0
0.00939,0.1695,0.0424,0.0616,0.0017,0.0675,18.31,0
-0.00673,0.1086,0.0367,0.0588,-0.00838,0.0616,14.87,0
0.00853,0.1333,0.0389,0.0541,0.00109,0.0444,12.81,0
-7e-05,0.1511,0.0538,0.0532,0.00243,0.0682,16.86,0
-0.0029,0.1071,0.0379,0.0434,0.00365,0.0624,21.99,0
0.00057,0.1328,0.0436,0.0409,-0.00133,0.0516,13.58,0
-0.0215,0.4912,0.0856,0.1831,-0.00294,0.1296,29.44,1
-0.00656,0.4855,0.0932,0.1116,0.01628,0.2545,64.58,1
0.01594,0.1663,0.0477,0.0671,0.00209,0.0718,22.0,0
0.01053,0.1047,0.0395,0.0664,-0.00502,0.0518,11.45,0
-0.00196,0.1215,0.0467,0.045,-0.00062,0.0638,19.17,0
0.00932,0.1771,0.0544,0.055,0.00602,0.0747,19.12,0
0.0104,0.1167,0.0374,0.0304,-0.0005,0.0899,20.1,0
0.0426,0.4459,0.0668,0.1117,-0.00192,0.2769,55.22,1
0.00298,0.1454,0.0352,0.0468,-0.00479,0.0835,12.92,0
0.00455,0.1572,0.0369,0.0584,-0.00172,0.078,21.96,0
-0.01055,0.167,0.0512,0.0307,-0.00054,0.051,15.51,0
-0.00787,0.1756,0.0457,0.0307,0.00271,0.06,21.62,0
-0.02141,0.3186,0.0578,0.2199,0.0214,0.1908,41.07,1
0.00633,0.1564,0.0499,0.0422,-0.00223,0.0502,12.49,0
0.00629,0.1009,0.0386,0.0388,0.00079,0.0839,21.88,0
0.02812,0.4971,0.0529,0.116,-0.01488,0.203,30.66,1
-0.00362,0.104,0.0432,0.0617,0.00763,0.0813,17.89,0
-0.00712,0.1284,0.0624,0.0472,-0.00323,0.0439,18.31,0
0.00578,0.1744,0.0408,0.0622,-0.00081,0.0689,19.35,0
-0.00606,0.1389,0.0463,0.049,0.00502,0.042,16.16,0
-0.01515,0.1245,0.0599,0.0559,0.0066,0.0422,18.56,0
0.05563,0.512,0.0843,0.1295,0.01685,0.1389,28.75,1
-0.01423,0.6043,0.077,0.1114,-0.01293,0.1499,41.34,1
-0.00232,0.1289,0.0543,0.0429,0.00142,0.0692,12.76,0
0.01669,0.6182,0.0933,0.1817,0.02195,0.2494,32.13,1
0.00414,0.1488,0.0389,0.0602,0.00705,0.0627,11.44,0
0.02463,0.1758,0.0321,0.0418,0.00346,0.0666,14.75,0
0.0032,0.17,0.0541,0.0638,0.00295,0.0813,17.29,0
-0.01365,0.5541,0.0783,0.2009,-0.01344,0.2723,43.7,1
-0.00223,0.1799,0.0471,0.0515,0.00956,0.0898,11.81,0
-0.03756,0.5602,0.0441,0.1673,-0.01516,0.2816,32.49,1
-0.022,0.1342,0.0461,0.0643,0.00388,0.0742,19.36,0
-0.01036,0.1393,0.0434,0.0694,-0.00044,0.0452,21.13,0
-0.00502,0.1138,0.0483,0.066,0.00841,0.041,20.82,0
0.02695,0.3768,0.1055,0.1508,0.02084,0.2498,55.15,1
0.0252,0.3925,0.0205,0.193,0.00016,0.2561,65.83,1
-0.00561,0.175,0.0537,0.061,0.00355,0.0754,11.26,0
0.00994,0.1501,0.0507,0.0489,0.00232,0.0807,14.44,0
-0.00612,0.1641,0.0414,0.0398,6e-05,0.0622,12.25,0
0.00515,0.11,0.0486,0.0677,-0.00363,0.0825,15.21,0
0.01289,0.608,0.0658,0.186,0.00452,0.1633,40.4,1
0.00137,0.1079,0.045,0.0627,-0.00471,0.0415,12.91,0
-0.00128,0.541,0.0753,0.1514,0.01211,0.1358,34.14,1
-0.03932,0.3937,0.1027,0.1367,-0.02677,0.1302,35.36,1
-0.00891,0.176,0.053,0.0654,0.00076,0.0414,20.04,0
-0.00898,0.2821,0.0428,0.0992,-0.01487,0.1601,32.11,1
0.00111,0.124,0.0521,0.0616,0.00453,0.0805,20.74,0
0.00066,0.1421,0.0411,0.0465,0.00399,0.0855,21.8,0
-0.00157,0.1187,0.0489,0.0524,0.00884,0.0627,18.15,0
-0.00193,0.1735,0.0544,0.0323,0.00179,0.0835,20.9,0
-0.00389,0.1407,0.0476,0.0382,-0.00354,0.0463,12.32,0
-0.00811,0.3048,0.0677,0.1216,-0.01698,0.1548,46.34,1
0.00933,0.1526,0.0377,0.0499,-0.00593,0.041,13.88,0
0.00553,0.1372,0.039,0.0414,0.00127,0.062,18.48,0
-0.01131,0.154,0.0516,0.047,0.0022,0.0871,17.42,0
0.00138,0.1574,0.0262,0.065,0.003,0.058,16.51,0
-0.00499,0.139,0.0486,0.0435,-0.00377,0.0801,14.68,0
0.01841,0.1667,0.0661,0.0689,-0.00343,0.0526,13.11,0
-0.00656,0.1286,0.0467,0.0691,-0.00149,0.0736,17.74,0
-0.00039,0.1065,0.0418,0.06,-0.00276,0.0769,21.57,0
-0.02448,0.5626,0.0646,0.1883,-0.03871,0.1528,30.07,1
0.00365,0.1465,0.0391,0.0437,0.00258,0.0815,11.76,0
-0.00477,0.1308,0.0433,0.0396,0.00176,0.0446,14.6,0
-0.01183,0.4556,0.0281,0.2078,-0.00938,0.1644,41.81,1
0.0009,0.1585,0.0614,0.0494,-0.0019,0.0486,19.87,0
0.01196,0.2965,0.0504,0.1672,-0.01714,0.3057,33.72,1
-0.00899,0.1565,0.0445,0.0671,-0.00371,0.0535,19.36,0
-0.00422,0.1609,0.0378,0.0519,0.00702,0.0552,18.09,0
-0.00728,0.5344,0.1078,0.1318,0.00509,0.3147,29.58,1
7e-05,0.5388,0.0517,0.1394,0.00148,0.3123,44.57,1
-0.01543,0.6112,0.0661,0.1362,-0.00206,0.1925,39.68,1
0.00088,0.4446,0.0651,0.103,0.0006,0.2868,39.29,1
-0.00324,0.5828,0.0825,0.1798,0.00043,0.1703,33.1,1
-0.00804,0.1271,0.0386,0.0638,-0.00299,0.0608,14.46,0
0.00876,0.1181,0.0549,0.0683,-0.00213,0.0592,20.11,0
0.00261,0.145,0.0603,0.057,-0.00162,0.0876,11.59,0
0.00242,0.1306,0.054,0.0374,0.00021,0.0664,13.71,0
-0.00714,0.1575,0.0383,0.0357,-0.00137,0.0526,11.29,0
0.00054,0.1647,0.045,0.0614,0.00738,0.0605,11.27,0
-0.01014,0.1053,0.0474,0.0638,0.00041,0.0826,13.09,0
0.0176,0.1609,0.048,0.0685,-0.00433,0.0853,20.43,0
-0.00065,0.1006,0.0491,0.0518,0.00337,0.0675,18.57,0
0.00252,0.1215,0.0588,0.0374,-0.0005,0.0525,20.91,0
-0.01815,0.4872,0.019,0.1033,-0.01737,0.2879,33.9,1
0.00285,0.1053,0.0366,0.0538,-0.01156,0.0789,12.25,0
0.00825,0.113,0.0444,0.0457,-0.00327,0.0648,15.43,0
0.01661,0.1415,0.0481,0.0686,-0.00242,0.0421,18.24,0
-0.0131,0.1324,0.0352,0.0502,0.00433,0.0415,14.39,0
0.00701,0.1653,0.0414,0.0668,-0.00324,0.0499,17.83,0
0.00637,0.1158,0.0497,0.0565,-0.00275,0.0803,17.22,0
0.01636,0.1239,0.0533,0.0564,-0.0002,0.0763,20.53,0
-0.00247,0.1037,0.0445,0.0473,0.0004,0.0568,19.65,0
-0.00288,0.1306,0.0366,0.0577,-0.00713,0.0715,15.46,0
0.00685,0.314,0.0696,0.1222,0.0205,0.1328,45.96,1
-0.01011,0.102,0.041,0.0544,-0.00308,0.0699,14.08,0
0.00574,0.1398,0.0474,0.0417,0.00621,0.0847,12.45,0
-0.00536,0.103,0.0377,0.0443,-0.00252,0.086,11.66,0
-0.02278,0.3993,0.063,0.1082,-0.01485,0.1966,42.63,1
-0.00549,0.1046,0.0461,0.0521,0.004,0.0592,14.13,0
-0.00897,0.1332,0.052,0.0358,0.00104,0.0454,14.84,0
-0.00852,0.1732,0.0551,0.0596,-0.00232,0.0494,11.63,0
0.00839,0.6094,0.0537,0.1036,0.01547,0.1794,51.74,1
0.00411,0.1244,0.0493,0.0605,0.00956,0.052,13.06,0
0.00211,0.105,0.04,0.0394,-0.00529,0.0855,19.9,0
-0.00046,0.1795,0.0323,0.0571,-0.00267,0.0752,16.39,0
-0.00455,0.1355,0.0497,0.0444,-0.00271,0.0894,21.56,0
0.00543,0.177,0.0352,0.0556,0.00419,0.0416,14.16,0
0.00631,0.1012,0.0453,0.0649,0.00135,0.0478,13.2,0
0.01395,0.5999,0.0819,0.1779,-0.00357,0.166,29.87,1
0.00109,0.1127,0.0441,0.0301,0.00504,0.0452,17.99,0
0.0261,0.6152,0.0604,0.0985,0.00154,0.28,38.25,1
-0.00895,0.1596,0.0511,0.0574,0.00522,0.0431,15.43,0
0.00272,0.1305,0.0606,0.0432,-0.00065,0.0429,14.96,0
0.00236,0.1037,0.0427,0.0449,-0.00981,0.0592,18.53,0
0.00162,0.142,0.0399,0.0455,0.00444,0.0624,14.24,0
0.01321,0.1323,0.0434,0.0301,0.00091,0.0691,17.42,0
0.00695,0.1572,0.0405,0.0441,-0.0071,0.0426,11.75,0
0.00627,0.1663,0.0404,0.0391,0.01199,0.0681,14.0,0
-0.03388,0.3185,0.0639,0.1919,-0.01853,0.1437,48.47,1
-0.00569,0.1729,0.0372,0.0464,-0.0007,0.0548,19.18,0
-0.01746,0.4342,0.0814,0.1277,0.00445,0.21,56.77,1
0.0056,0.1085,0.046,0.0454,-0.00248,0.053,12.55,0
0.00807,0.1593,0.0453,0.0632,0.00521,0.0637,11.74,0
0.01164,0.1308,0.0344,0.0546,-0.00238,0.0745,15.23,0
0.0142,0.6277,0.0635,0.1421,0.02187,0.203,43.62,1
-0.009,0.1162,0.0232,0.0558,0.0014,0.0461,14.22,0
-0.03635,0.3492,0.0576,0.1318,-0.00425,0.2371,52.94,1
-0.00644,0.1715,0.0479,0.0617,0.00647,0.0711,20.6,0
-0.00448,0.1706,0.0568,0.0434,-0.0004,0.0647,14.48,0
0.01067,0.1494,0.0376,0.0559,0.00028,0.0581,16.53,0
-0.0036,0.1047,0.0544,0.0455,-0.00267,0.0491,15.3,0
-0.00882,0.1761,0.0349,0.0574,0.00038,0.0863,18.52,0
-0.01116,0.1042,0.0407,0.0519,0.00263,0.0407,16.68,0
0.0013,0.1181,0.0431,0.0309,0.00505,0.0648,20.1,0
0.00074,0.1796,0.0431,0.0322,-0.00226,0.0724,21.41,0
0.01013,0.1307,0.0391,0.0563,-0.005,0.0875,17.09,0
0.00105,0.1462,0.0502,0.0453,-0.0004,0.0519,14.2,0
0.01067,0.164,0.0428,0.034,-0.00839,0.065,12.08,0
0.00441,0.1419,0.0531,0.0355,0.00594,0.0752,17.07,0
-0.02989,0.3471,0.0983,0.1951,0.01311,0.2156,64.13,1
-0.00775,0.13,0.0383,0.051,0.00246,0.0477,19.09,0
-0.00131,0.118,0.0348,0.0339,-0.00072,0.0745,14.34,0
-0.00428,0.109,0.0454,0.055,0.00214,0.0542,17.19,0
0.00811,0.1228,0.0382,0.0689,0.00639,0.0574,13.32,0
-0.00333,0.1793,0.0671,0.0392,0.00236,0.0416,20.66,0
0.00347,0.1774,0.0596,0.0602,-0.00317,0.0501,16.88,0
-0.00456,0.1433,0.0442,0.0444,0.00656,0.0867,15.38,0
-0.00196,0.111,0.059,0.0521,0.00414,0.0742,21.33,0
0.00429,0.4171,0.0309,0.2157,-0.00783,0.1382,64.55,1
0.00817,0.434,0.0725,0.1564,0.0165,0.2222,36.01,1
-0.00189,0.1321,0.0444,0.0449,-0.0032,0.0862,18.99,0
0.00207,0.1408,0.0333,0.0447,0.00705,0.0715,15.33,0
-0.00375,0.1035,0.0496,0.0364,0.0004,0.057,15.87,0
0.01142,0.1255,0.0615,0.057,0.00369,0.0868,21.29,0
-0.00021,0.1305,0.0528,0.0634,0.00492,0.0694,18.94,0
-0.00499,0.1317,0.039,0.0552,-0.00098,0.0888,17.89,0
0.02789,0.5072,0.079,0.213,-0.02625,0.1602,33.26,1
0.00031,0.1777,0.0342,0.0333,0.00513,0.078,18.98,0
-0.00437,0.1044,0.0483,0.0386,0.0038,0.0561,19.2,0
0.00985,0.1549,0.0382,0.062,-0.00072,0.0495,11.4,0
-0.0256,0.5119,0.0277,0.1663,-0.00092,0.2863,34.55,1
0.03055,0.5501,0.065,0.1682,0.00591,0.3139,31.5,1
0.00935,0.103,0.0311,0.0489,0.0011,0.0454,12.77,0
-0.00466,0.175,0.0434,0.0503,0.00213,0.0408,15.02,0
-0.0121,0.1456,0.0546,0.0511,-0.00183,0.0644,21.21,0
0.00813,0.1011,0.0463,0.0455,0.00203,0.0873,13.85,0
-0.00638,0.1217,0.0447,0.0313,0.00692,0.0622,17.1,0
-0.00553,0.1476,0.0364,0.0621,-0.00241,0.0752,18.5,0
-0.0095,0.1392,0.0482,0.0508,0.00491,0.0866,12.92,0
0.02302,0.6499,0.0854,0.1711,0.00137,0.1328,47.31,1
-0.00273,0.1646,0.0332,0.0656,0.0097,0.0459,11.15,0
-0.00105,0.1224,0.0393,0.0667,0.00159,0.0743,17.11,0
-0.0098,0.1115,0.0528,0.0488,-0.00145,0.0857,14.5,0
-0.01003,0.1596,0.0526,0.0535,0.00067,0.0566,13.23,0
-0.0094,0.1367,0.0448,0.0545,-0.00571,0.0815,16.98,0
-0.01796,0.1688,0.05,0.0692,-0.00188,0.0571,15.19,0
0.01747,0.1402,0.0446,0.064,-0.00669,0.0718,14.65,0
0.01073,0.1665,0.0448,0.054,-0.00691,0.0602,21.66,0
-0.00389,0.1323,0.0418,0.035,0.00145,0.0519,14.89,0
-0.00779,0.1129,0.0427,0.0468,0.00069,0.0535,11.31,0
0.00023,0.472,0.074,0.108,-0.01894,0.2292,32.71,1
0.018,0.1716,0.0556,0.0428,0.0004,0.0452,16.33,0
0.00059,0.1432,0.0249,0.0429,0.00289,0.0525,11.56,0
0.00658,0.1054,0.0456,0.0595,-0.00227,0.0499,12.88,0
-0.00368,0.1702,0.0506,0.046,0.00389,0.0677,19.31,0
0.00732,0.1092,0.0345,0.0418,0.00651,0.0899,12.74,0
-0.01708,0.1789,0.0456,0.0669,0.00043,0.0895,21.11,0
-0.01117,0.143,0.0449,0.0623,-0.00068,0.0564,16.41,0
0.01927,0.1161,0.0548,0.0595,-0.00434,0.0666,11.44,0
0.01466,0.1194,0.0571,0.0358,0.00026,0.0431,15.15,0
0.00501,0.1765,0.0482,0.0507,-0.00438,0.0838,13.64,0
0.00985,0.1733,0.0484,0.0382,-0.00055,0.0896,19.79,0
0.01008,0.1202,0.0349,0.0585,0.00306,0.0609,16.6,0
-0.01627,0.1231,0.045,0.0389,-0.0007,0.0646,20.3,0
-0.00367,0.1341,0.0412,0.0475,0.00308,0.0496,17.22,0
0.00348,0.2687,0.0685,0.1864,-0.03207,0.2805,64.4,1
-0.01238,0.1361,0.0421,0.049,-0.00366,0.0611,20.44,0
0.01125,0.1497,0.0451,0.0443,0.00681,0.0645,13.78,0
0.00104,0.1057,0.0587,0.0304,0.00341,0.0851,13.18,0
0.00396,0.1475,0.0471,0.0509,-0.0047,0.0425,19.35,0
-0.00661,0.1191,0.0633,0.0405,0.00059,0.061,20.53,0
-0.00743,0.1703,0.037,0.0633,-0.00103,0.0831,13.89,0
-0.01556,0.1501,0.0456,0.0381,0.00315,0.0781,12.43,0
0.00273,0.1443,0.0469,0.0528,-0.00891,0.0877,17.36,0
0.03552,0.4871,0.098,0.1024,-0.01482,0.2505,44.66,1
0.01083,0.14,0.041,0.0674,0.00254,0.0799,15.48,0
-0.00168,0.6032,0.1044,0.0945,-0.00982,0.1639,38.2,1
-0.00437,0.1427,0.0384,0.0682,-0.00529,0.0717,12.03,0
-0.00202,0.1295,0.0536,0.0433,-0.00148,0.0849,11.69,0
-0.0382,0.6486,0.0602,0.2022,-0.01439,0.2844,58.47,1
0.00928,0.5099,0.0915,0.1815,-0.01064,0.2541,62.38,1
-0.00218,0.4928,0.121,0.2089,0.01743,0.3124,28.58,1
-0.00075,0.1611,0.0533,0.0604,-0.00094,0.071,17.78,0
0.00894,0.1567,0.0325,0.0346,0.00234,0.0744,17.58,0
-0.00018,0.1264,0.0292,0.0656,-0.00027,0.0893,12.52,0
-0.00053,0.1401,0.036,0.0523,-0.00077,0.0566,13.46,0
0.00037,0.1479,0.0357,0.0586,0.00756,0.0517,15.23,0
0.01669,0.169,0.0478,0.0389,0.0041,0.0655,18.38,0
-0.00202,0.138,0.0448,0.0594,0.0048,0.0553,17.17,0
-0.00492,0.1317,0.0509,0.0403,0.00582,0.0484,18.17,0
0.06994,0.5583,0.0899,0.1357,0.00442,0.1637,40.76,1
-0.03729,0.6335,0.0836,0.113,-0.01666,0.1854,45.26,1
-0.00027,0.3802,0.0933,0.1252,-0.01491,0.1556,41.48,1
-0.02626,0.3344,0.0589,0.2177,-0.00209,0.2363,64.03,1
-0.00467,0.1025,0.0552,0.0413,-0.00168,0.0619,18.12,0
0.01003,0.1784,0.0526,0.0513,-0.00135,0.0823,19.74,0
-0.00862,0.133,0.049,0.0378,0.0017,0.0533,21.17,0
0.00085,0.1214,0.0677,0.0523,0.00385,0.072,13.43,0
0.01254,0.2875,0.0627,0.218,-0.01483,0.2275,48.7,1
-0.02399,0.1372,0.0513,0.066,-0.00494,0.0673,20.5,0
0.00745,0.169,0.0642,0.0542,-0.00107,0.062,12.71,0
0.00775,0.1712,0.0381,0.0383,0.00164,0.0417,11.59,0
-0.00084,0.3721,0.0467,0.1581,-0.02999,0.2235,57.83,1
-0.00989,0.14,0.0412,0.0511,-0.00889,0.0597,13.71,0
-0.01173,0.1098,0.0486,0.0535,0.00043,0.0546,18.66,0
0.003,0.1779,0.0574,0.0434,-0.00355,0.0729,15.41,0
0.04386,0.3316,0.104,0.2094,0.01634,0.2816,35.13,1
0.0019,0.1278,0.0356,0.066,0.01,0.0808,16.09,0
-0.00067,0.1015,0.0298,0.0442,7e-05,0.0879,14.41,0
-0.00502,0.1662,0.0438,0.0649,0.00382,0.0589,19.64,0
0.01081,0.2582,0.074,0.1489,0.02111,0.2598,66.77,1
-0.00049,0.1555,0.0391,0.0696,0.00045,0.0508,18.77,0
0.01153,0.1101,0.0353,0.052,-0.00242,0.0775,19.46,0
-0.00524,0.1464,0.0556,0.0368,-0.00234,0.0405,20.93,0
0.00537,0.1017,0.0452,0.0349,0.00033,0.0428,16.81,0
0.00403,0.1273,0.0433,0.0633,0.00616,0.0415,12.46,0
0.00322,0.1023,0.0436,0.0556,-0.00269,0.0577,15.86,0
0.00541,0.1606,0.0258,0.0614,0.00067,0.0426,14.7,0
-0.00756,0.1559,0.0487,0.0388,-0.00279,0.0764,16.58,0
-0.0115,0.1003,0.0379,0.0439,0.005,0.0457,19.36,0
0.00037,0.1343,0.0452,0.067,-0.00891,0.0628,15.92,0
0.00385,0.1325,0.0453,0.0661,0.00043,0.0883,18.9,0
0.03996,0.3905,0.0693,0.158,-0.03,0.3009,29.96,1
-0.02368,0.5571,0.0215,0.0908,-0.00045,0.1745,67.98,1
0.01141,0.1749,0.0503,0.0551,0.00341,0.084,14.28,0
0.03094,0.4213,0.0539,0.1751,-0.00051,0.2992,43.83,1
-0.00094,0.1187,0.046,0.0503,0.00016,0.0631,21.1,0
-0.0074,0.1464,0.0366,0.0423,0.00215,0.0829,11.65,0
0.01348,0.1471,0.0472,0.0489,0.00171,0.0609,17.15,0
-0.00676,0.1422,0.0374,0.0404,-0.00579,0.0499,16.24,0
0.01023,0.1693,0.04,0.0385,0.00271,0.0722,21.42,0
0.00627,0.5978,0.073,0.1677,-0.01447,0.1306,64.14,1
0.00374,0.1679,0.047,0.0486,0.00192,0.073,12.86,0
0.00674,0.1098,0.0398,0.0576,0.00036,0.0429,17.82,0
0.00433,0.1195,0.0517,0.0328,-0.00247,0.063,11.94,0
0.02138,0.282,0.0418,0.1605,-0.01432,0.2933,35.13,1
0.01482,0.15,0.0412,0.0417,0.00029,0.0791,15.29,0
-0.01352,0.2663,0.0866,0.0955,0.01638,0.2755,52.54,1
0.00815,0.1081,0.0358,0.0474,0.00176,0.046,17.49,0
0.01123,0.1234,0.0367,0.0687,-0.00233,0.0456,12.95,0
0.00547,0.1555,0.0463,0.0619,-0.00098,0.0408,21.13,0
0.01476,0.1379,0.0424,0.0486,-0.00503,0.0613,11.28,0
0.00624,0.105,0.0438,0.0359,0.00123,0.0864,18.93,0
0.01536,0.2924,0.0838,0.1939,-0.00825,0.2793,50.82,1
-0.00537,0.1017,0.0404,0.0498,-0.00805,0.0428,18.17,0
0.01233,0.1222,0.0485,0.0547,-0.00683,0.0536,20.41,0
-0.02788,0.6346,0.0619,0.1559,0.00082,0.2917,67.39,1
-0.01502,0.6096,0.0573,0.2132,0.01937,0.1322,50.58,1
-0.00318,0.1345,0.0419,0.0444,0.00117,0.071,13.38,0
0.01421,0.1617,0.0448,0.0642,-0.00223,0.0445,14.99,0
-0.00488,0.1386,0.043,0.0329,-0.0013,0.0841,19.81,0
-0.00626,0.1572,0.0442,0.0602,-0.00048,0.0477,20.58,0
-0.0075,0.1769,0.0502,0.0428,0.00467,0.0866,18.8,0
0.00334,0.1763,0.0415,0.0578,0.00151,0.0636,11.79,0
0.01888,0.2819,0.0765,0.1092,0.00582,0.1975,54.59,1
0.00829,0.1588,0.0455,0.0314,-0.00096,0.0566,18.72,0
0.01132,0.1242,0.0545,0.0459,-0.0033,0.0865,19.31,0
0.00883,0.1499,0.0318,0.03,-0.00315,0.0778,17.39,0
-0.008,0.1727,0.0334,0.0448,0.00785,0.0599,18.04,0
0.00864,0.1089,0.0563,0.0605,-0.00246,0.0405,13.72,0
-0.00515,0.1169,0.05,0.0396,0.00042,0.062,21.55,0
-0.01354,0.1788,0.0639,0.0374,0.00312,0.082,15.88,0
-0.0007,0.121,0.0307,0.0333,-0.00326,0.0402,18.65,0
0.00301,0.1068,0.0466,0.0682,-0.00306,0.0749,21.6,0
0.00173,0.1735,0.0542,0.0548,-0.00325,0.0814,12.39,0
-0.02024,0.124,0.0606,0.0657,0.00851,0.048,14.31,0
0.00122,0.1276,0.0406,0.0504,-2e-05,0.0454,20.23,0
0.00494,0.1792,0.0567,0.0646,-0.00218,0.0645,11.93,0
-0.00697,0.1588,0.0582,0.0414,0.00075,0.0811,12.96,0
0.00228,0.1002,0.0326,0.0404,0.00049,0.0775,14.69,0
-0.01411,0.1009,0.0544,0.0489,0.01186,0.0459,20.38,0
-0.00407,0.4384,0.0635,0.1859,-0.00745,0.1214,48.42,1
-0.00291,0.1539,0.0378,0.051,-0.00256,0.0595,16.78,0
0.00324,0.3898,0.1063,0.1461,0.01946,0.1228,63.85,1
-0.02313,0.1005,0.035,0.0362,-0.00318,0.0555,14.05,0
-0.00878,0.1585,0.0434,0.0515,-0.00721,0.0757,14.88,0
0.00436,0.1172,0.0404,0.0521,-0.0005,0.0712,16.57,0
-0.00032,0.1673,0.0381,0.0312,0.00328,0.0645,16.86,0
-0.00234,0.147,0.0403,0.0585,0.00168,0.0675,20.4,0
0.0077,0.1125,0.0507,0.0629,-0.00592,0.0825,14.23,0
